id,scorecard_id,field,agg_field,pattern,expr,score,level,comment,status_code,created_at,updated_at,deleted_at,created_by,updated_by
470271246890708118,470269276289576086,sw_jcxx_clnx,sw_jcxx_clnx,default,None,1.0000000000,1,空 ,,2023-07-20 14:05:06.208,2023-07-20 14:05:06.208,,,
470271246890773654,470269276289576086,sw_jcxx_clnx,sw_jcxx_clnx,inRange,"(0,3]",1.0000000000,1,<=3年,,2023-07-20 14:05:06.223,2023-07-20 14:05:06.223,,,
470271246890839190,470269276289576086,sw_jcxx_clnx,sw_jcxx_clnx,inRange,"(3,6]",3.0000000000,1,（3，6年],,2023-07-20 14:05:06.233,2023-07-20 14:05:06.233,,,
470271246890904726,470269276289576086,sw_jcxx_clnx,sw_jcxx_clnx,inRange,"(6,10]",5.0000000000,1,（6，10年],,2023-07-20 14:05:06.245,2023-07-20 14:05:06.245,,,
470271246890970262,470269276289576086,sw_jcxx_clnx,sw_jcxx_clnx,inRange,"(10,15]",7.0000000000,1,（10，15年],,2023-07-20 14:05:06.255,2023-07-20 14:05:06.255,,,
470271246891035798,470269276289576086,sw_jcxx_clnx,sw_jcxx_clnx,inRange,"(15,inf]",10.0000000000,1,>15年,,2023-07-20 14:05:06.264,2023-07-20 14:05:06.264,,,
470271246891101334,470269276289576086,sw_cwbb_sszb,sw_cwbb_sszb,default,None,1.0000000000,1,空 ,,2023-07-20 14:05:06.274,2023-07-20 14:05:06.274,,,
470271246891166870,470269276289576086,sw_cwbb_sszb,sw_cwbb_sszb,inRange,"(0,3000000]",1.0000000000,1,<=300万,,2023-07-20 14:05:06.283,2023-07-20 14:05:06.283,,,
470271246891232406,470269276289576086,sw_cwbb_sszb,sw_cwbb_sszb,inRange,"(3000000,10000000]",3.0000000000,1,（300万，1000万],,2023-07-20 14:05:06.293,2023-07-20 14:05:06.293,,,
470271246891297942,470269276289576086,sw_cwbb_sszb,sw_cwbb_sszb,inRange,"(10000000,30000000]",5.0000000000,1,（1000万，3000万],,2023-07-20 14:05:06.303,2023-07-20 14:05:06.303,,,
470271246891363478,470269276289576086,sw_cwbb_sszb,sw_cwbb_sszb,inRange,"(30000000,50000000]",7.0000000000,1,（3000万，5000万],,2023-07-20 14:05:06.315,2023-07-20 14:05:06.315,,,
470271246891429014,470269276289576086,sw_cwbb_sszb,sw_cwbb_sszb,inRange,"(50000000,inf]",10.0000000000,1,>5000万,,2023-07-20 14:05:06.327,2023-07-20 14:05:06.327,,,
470271246891494550,470269276289576086,sw_sdsnb_cyrs,sw_sdsnb_cyrs,default,None,1.0000000000,1,空 ,,2023-07-20 14:05:06.338,2023-07-20 14:05:06.338,,,
470271246891560086,470269276289576086,sw_sdsnb_cyrs,sw_sdsnb_cyrs,inRange,"(0,100]",1.0000000000,1,<=100,,2023-07-20 14:05:06.351,2023-07-20 14:05:06.351,,,
470271246891625622,470269276289576086,sw_sdsnb_cyrs,sw_sdsnb_cyrs,inRange,"(100,200]",1.0000000000,1,（100，200],,2023-07-20 14:05:06.361,2023-07-20 14:05:06.361,,,
470271246891691158,470269276289576086,sw_sdsnb_cyrs,sw_sdsnb_cyrs,inRange,"(200,500]",3.0000000000,1,（200，500],,2023-07-20 14:05:06.370,2023-07-20 14:05:06.370,,,
470271246891756694,470269276289576086,sw_sdsnb_cyrs,sw_sdsnb_cyrs,inRange,"(500,1000]",5.0000000000,1,（500，1000],,2023-07-20 14:05:06.380,2023-07-20 14:05:06.380,,,
470271246891822230,470269276289576086,sw_sdsnb_cyrs,sw_sdsnb_cyrs,inRange,"(1000,2000]",7.0000000000,1,（1000，2000],,2023-07-20 14:05:06.391,2023-07-20 14:05:06.391,,,
470271246891887766,470269276289576086,sw_sdsnb_cyrs,sw_sdsnb_cyrs,inRange,"(2000,inf]",10.0000000000,1,>2000,,2023-07-20 14:05:06.401,2023-07-20 14:05:06.401,,,
470271246891953302,470269276289576086,gs_gdct,gs_gdct,default,None,3.0000000000,1,空 ,,2023-07-20 14:05:06.413,2023-07-20 14:05:06.413,,,
470271246892018838,470269276289576086,gs_gdct,gs_gdct,exact,0,3.0000000000,1,其他,,2023-07-20 14:05:06.425,2023-07-20 14:05:06.425,,,
470271246892084374,470269276289576086,gs_gdct,gs_gdct,exact,1,3.0000000000,1,股东代持，或股东有负面信息,,2023-07-20 14:05:06.442,2023-07-20 14:05:06.442,,,
470271246892149910,470269276289576086,gs_gdct,gs_gdct,exact,2,3.0000000000,1,第一大股东为自然人,,2023-07-20 14:05:06.452,2023-07-20 14:05:06.452,,,
470271246892215446,470269276289576086,gs_gdct,gs_gdct,exact,3,4.0000000000,1,股东为实控人，股东无其他负面信息,,2023-07-20 14:05:06.463,2023-07-20 14:05:06.463,,,
470271246892280982,470269276289576086,gs_gdct,gs_gdct,exact,4,8.0000000000,1,股东中包含知名基金公司投资,,2023-07-20 14:05:06.473,2023-07-20 14:05:06.473,,,
470271246892346518,470269276289576086,gs_gdct,gs_gdct,exact,5,10.0000000000,1,上市公司，国内500强,,2023-07-20 14:05:06.483,2023-07-20 14:05:06.483,,,
470271246892412054,470269276289576086,gs_gdwdx,gs_gdwdx,default,None,4.0000000000,1,空 ,,2023-07-20 14:05:06.492,2023-07-20 14:05:06.492,,,
470271246892477590,470269276289576086,gs_gdwdx,gs_gdwdx,exact,0,4.0000000000,1,其他,,2023-07-20 14:05:06.503,2023-07-20 14:05:06.503,,,
470271246892543126,470269276289576086,gs_gdwdx,gs_gdwdx,exact,1,2.0000000000,1,近1年股东变更（控股50%以上变动）,,2023-07-20 14:05:06.515,2023-07-20 14:05:06.515,,,
470271246892608662,470269276289576086,gs_gdwdx,gs_gdwdx,exact,2,4.0000000000,1,近2-3年股东变更（控股50%以上变动）,,2023-07-20 14:05:06.526,2023-07-20 14:05:06.526,,,
470271246892674198,470269276289576086,gs_gdwdx,gs_gdwdx,exact,3,6.0000000000,1,近3年内未发生股东变更,,2023-07-20 14:05:06.535,2023-07-20 14:05:06.535,,,
470271246892739734,470269276289576086,gs_gdwdx,gs_gdwdx,exact,4,8.0000000000,1,近5年内未发生股东变更,,2023-07-20 14:05:06.546,2023-07-20 14:05:06.546,,,
470271246892805270,470269276289576086,gs_frwdx,gs_frwdx,default,None,5.0000000000,1,空 ,,2023-07-20 14:05:06.556,2023-07-20 14:05:06.556,,,
470271246892870806,470269276289576086,gs_frwdx,gs_frwdx,exact,0,5.0000000000,1,其他,,2023-07-20 14:05:06.567,2023-07-20 14:05:06.567,,,
470271246892936342,470269276289576086,gs_frwdx,gs_frwdx,exact,1,2.0000000000,1,近1年法人变更,,2023-07-20 14:05:06.577,2023-07-20 14:05:06.577,,,
470271246893001878,470269276289576086,gs_frwdx,gs_frwdx,exact,2,4.0000000000,1,近2-3年法人变更,,2023-07-20 14:05:06.586,2023-07-20 14:05:06.586,,,
470271246893067414,470269276289576086,gs_frwdx,gs_frwdx,exact,3,5.0000000000,1,3年内未发生法人变更,,2023-07-20 14:05:06.597,2023-07-20 14:05:06.597,,,
470271246893132950,470269276289576086,gs_frwdx,gs_frwdx,exact,4,8.0000000000,1,5年内未发生法人变更,,2023-07-20 14:05:06.607,2023-07-20 14:05:06.607,,,
470271246893198486,470269276289576086,lh_cylwz,lh_cylwz,default,None,3.0000000000,1,空 ,,2023-07-20 14:05:06.620,2023-07-20 14:05:06.620,,,
470271246893264022,470269276289576086,lh_cylwz,lh_cylwz,exact,0,3.0000000000,1,贸易商、其他,,2023-07-20 14:05:06.638,2023-07-20 14:05:06.638,,,
470271246893329558,470269276289576086,lh_cylwz,lh_cylwz,exact,1,10.0000000000,1,研发,,2023-07-20 14:05:06.651,2023-07-20 14:05:06.651,,,
470271246893395094,470269276289576086,lh_cylwz,lh_cylwz,exact,2,8.0000000000,1,方案设计,,2023-07-20 14:05:06.662,2023-07-20 14:05:06.662,,,
470271246893460630,470269276289576086,lh_cylwz,lh_cylwz,exact,3,7.0000000000,1,品牌商,,2023-07-20 14:05:06.673,2023-07-20 14:05:06.673,,,
470271246893526166,470269276289576086,lh_cylwz,lh_cylwz,exact,4,6.0000000000,1,生产制造,,2023-07-20 14:05:06.687,2023-07-20 14:05:06.687,,,
470271246893591702,470269276289576086,lh_cylwz,lh_cylwz,exact,5,5.0000000000,1,代理商,,2023-07-20 14:05:06.699,2023-07-20 14:05:06.699,,,
470271246893657238,470269276289576086,lh_cylwz,lh_cylwz,exact,6,4.0000000000,1,装配加工,,2023-07-20 14:05:06.713,2023-07-20 14:05:06.713,,,
470271246893722774,470269276289576086,lh_md_ppjzl,lh_md_ppjzl,default,None,2.0000000000,1,空 ,,2023-07-20 14:05:06.722,2023-07-20 14:05:06.722,,,
470271246893788310,470269276289576086,lh_md_ppjzl,lh_md_ppjzl,exact,0,2.0000000000,1,其他,,2023-07-20 14:05:06.731,2023-07-20 14:05:06.731,,,
470271246893853846,470269276289576086,lh_md_ppjzl,lh_md_ppjzl,exact,1,8.0000000000,1,知名品牌,,2023-07-20 14:05:06.740,2023-07-20 14:05:06.740,,,
470271246893919382,470269276289576086,lh_md_ppjzl,lh_md_ppjzl,exact,2,7.0000000000,1,专精特新,,2023-07-20 14:05:06.750,2023-07-20 14:05:06.750,,,
470271246893984918,470269276289576086,lh_md_ppjzl,lh_md_ppjzl,exact,3,5.0000000000,1,高新,,2023-07-20 14:05:06.759,2023-07-20 14:05:06.759,,,
470271246894050454,470269276289576086,md_qybq,md_qybq,default,None,2.0000000000,1,空 ,,2023-07-20 14:05:06.769,2023-07-20 14:05:06.769,,,
470271246894115990,470269276289576086,md_qybq,md_qybq,exact,0,2.0000000000,1,其他,,2023-07-20 14:05:06.778,2023-07-20 14:05:06.778,,,
470271246894181526,470269276289576086,md_qybq,md_qybq,exact,5,2.0000000000,1,民企,,2023-07-20 14:05:06.790,2023-07-20 14:05:06.790,,,
470271246894247062,470269276289576086,md_qybq,md_qybq,exact,4,7.0000000000,1,上市公司，国内500强,,2023-07-20 14:05:06.800,2023-07-20 14:05:06.800,,,
470271246894312598,470269276289576086,md_qybq,md_qybq,exact,3,9.0000000000,1,行业头部（白名单）,,2023-07-20 14:05:06.808,2023-07-20 14:05:06.808,,,
470271246894378134,470269276289576086,md_qybq,md_qybq,exact,2,9.0000000000,1,独角兽,,2023-07-20 14:05:06.816,2023-07-20 14:05:06.816,,,
470271246894443670,470269276289576086,md_qybq,md_qybq,exact,1,10.0000000000,1,国企央企,,2023-07-20 14:05:06.825,2023-07-20 14:05:06.825,,,
470271246894509206,470269276289576086,fp_jy_sychje_zb_12m_lh,fp_jy_sychje_zb_12m_lh,default,None,2.0000000000,1,空 ,,2023-07-20 14:05:06.836,2023-07-20 14:05:06.836,,,
470271246894574742,470269276289576086,fp_jy_sychje_zb_12m_lh,fp_jy_sychje_zb_12m_lh,inRange,"(0,0.10]",2.0000000000,1,<=10%,,2023-07-20 14:05:06.847,2023-07-20 14:05:06.847,,,
470271246894640278,470269276289576086,fp_jy_sychje_zb_12m_lh,fp_jy_sychje_zb_12m_lh,inRange,"(0.10,0.30]",4.0000000000,1,"(10%,30%]",,2023-07-20 14:05:06.858,2023-07-20 14:05:06.858,,,
470271246894705814,470269276289576086,fp_jy_sychje_zb_12m_lh,fp_jy_sychje_zb_12m_lh,inRange,"(0.30,0.50]",6.0000000000,1,"(30%,50%]",,2023-07-20 14:05:06.866,2023-07-20 14:05:06.866,,,
470271246894771350,470269276289576086,fp_jy_sychje_zb_12m_lh,fp_jy_sychje_zb_12m_lh,inRange,"(0.50,0.70]",8.0000000000,1,"(50%,70%]",,2023-07-20 14:05:06.875,2023-07-20 14:05:06.875,,,
470271246894836886,470269276289576086,fp_jy_sychje_zb_12m_lh,fp_jy_sychje_zb_12m_lh,inRange,"(0.70,inf]",10.0000000000,1,>=70%,,2023-07-20 14:05:06.884,2023-07-20 14:05:06.884,,,
470271246894902422,470269276289576086,fp_jx_zyjyjezb_12m_lh,fp_jx_zyjyjezb_12m_lh,default,None,2.0000000000,1,空 ,,2023-07-20 14:05:06.893,2023-07-20 14:05:06.893,,,
470271246894967958,470269276289576086,fp_jx_zyjyjezb_12m_lh,fp_jx_zyjyjezb_12m_lh,inRange,"(0,0.5]",2.0000000000,1,<=5%,,2023-07-20 14:05:06.906,2023-07-20 14:05:06.906,,,
470271246895033494,470269276289576086,fp_jx_zyjyjezb_12m_lh,fp_jx_zyjyjezb_12m_lh,inRange,"(0.5,0.10]",4.0000000000,1,"(5%,10%]",,2023-07-20 14:05:06.915,2023-07-20 14:05:06.915,,,
470271246895099030,470269276289576086,fp_jx_zyjyjezb_12m_lh,fp_jx_zyjyjezb_12m_lh,inRange,"(0.10,0.30]",6.0000000000,1,"(10%,30%]",,2023-07-20 14:05:06.924,2023-07-20 14:05:06.924,,,
470271246895164566,470269276289576086,fp_jx_zyjyjezb_12m_lh,fp_jx_zyjyjezb_12m_lh,inRange,"(0.30,0.50]",7.0000000000,1,"(30%,50%]",,2023-07-20 14:05:06.934,2023-07-20 14:05:06.934,,,
470271246895230102,470269276289576086,fp_jx_zyjyjezb_12m_lh,fp_jx_zyjyjezb_12m_lh,inRange,"(0.50,inf]",10.0000000000,1,"(50%,100%]",,2023-07-20 14:05:06.946,2023-07-20 14:05:06.946,,,
470271246895295638,470269276289576086,fp_xx_xychje_zb_12m_lh,fp_xx_xychje_zb_12m_lh,default,None,2.0000000000,1,空 ,,2023-07-20 14:05:06.958,2023-07-20 14:05:06.958,,,
470271246895361174,470269276289576086,fp_xx_xychje_zb_12m_lh,fp_xx_xychje_zb_12m_lh,inRange,"(0,0.10]",2.0000000000,1,<=10%,,2023-07-20 14:05:06.969,2023-07-20 14:05:06.969,,,
470271246895426710,470269276289576086,fp_xx_xychje_zb_12m_lh,fp_xx_xychje_zb_12m_lh,inRange,"(0.10,0.30]",4.0000000000,1,"(10%,30%]",,2023-07-20 14:05:06.982,2023-07-20 14:05:06.982,,,
470271246895492246,470269276289576086,fp_xx_xychje_zb_12m_lh,fp_xx_xychje_zb_12m_lh,inRange,"(0.30,0.50]",6.0000000000,1,"(30%,50%]",,2023-07-20 14:05:06.992,2023-07-20 14:05:06.992,,,
470271246895557782,470269276289576086,fp_xx_xychje_zb_12m_lh,fp_xx_xychje_zb_12m_lh,inRange,"(0.50,0.70]",8.0000000000,1,"(50%,70%]",,2023-07-20 14:05:07.006,2023-07-20 14:05:07.006,,,
470271246895623318,470269276289576086,fp_xx_xychje_zb_12m_lh,fp_xx_xychje_zb_12m_lh,inRange,"(0.70,inf]",10.0000000000,1,>=70%,,2023-07-20 14:05:07.020,2023-07-20 14:05:07.020,,,
470271246895688854,470269276289576086,fp_xx_zyjyjezb_12m_lh,fp_xx_zyjyjezb_12m_lh,default,None,3.0000000000,1,空 ,,2023-07-20 14:05:07.029,2023-07-20 14:05:07.029,,,
470271246895754390,470269276289576086,fp_xx_zyjyjezb_12m_lh,fp_xx_zyjyjezb_12m_lh,inRange,"(0,0.5]",3.0000000000,1,<=5%,,2023-07-20 14:05:07.043,2023-07-20 14:05:07.043,,,
470271246895819926,470269276289576086,fp_xx_zyjyjezb_12m_lh,fp_xx_zyjyjezb_12m_lh,inRange,"(0.5,0.10]",5.0000000000,1,"(5%,10%]",,2023-07-20 14:05:07.054,2023-07-20 14:05:07.054,,,
470271246895885462,470269276289576086,fp_xx_zyjyjezb_12m_lh,fp_xx_zyjyjezb_12m_lh,inRange,"(0.10,0.30]",6.0000000000,1,"(10%,30%]",,2023-07-20 14:05:07.068,2023-07-20 14:05:07.068,,,
470271246895950998,470269276289576086,fp_xx_zyjyjezb_12m_lh,fp_xx_zyjyjezb_12m_lh,inRange,"(0.30,0.50]",7.0000000000,1,"(30%,50%]",,2023-07-20 14:05:07.080,2023-07-20 14:05:07.080,,,
470271246896016534,470269276289576086,fp_xx_zyjyjezb_12m_lh,fp_xx_zyjyjezb_12m_lh,inRange,"(0.50,inf]",10.0000000000,1,"(50%,100%]",,2023-07-20 14:05:07.090,2023-07-20 14:05:07.090,,,
470271246896082070,470269276289576086,sw_sb_qbxse_12m,sw_sb_qbxse_12m,default,None,1.0000000000,1,空 ,,2023-07-20 14:05:07.099,2023-07-20 14:05:07.099,,,
470271246896147606,470269276289576086,sw_sb_qbxse_12m,sw_sb_qbxse_12m,inRange,"(0,50000000]",1.0000000000,1,<=5000万,,2023-07-20 14:05:07.109,2023-07-20 14:05:07.109,,,
470271246896213142,470269276289576086,sw_sb_qbxse_12m,sw_sb_qbxse_12m,inRange,"(50000000,100000000]",3.0000000000,1,(5000万-1亿],,2023-07-20 14:05:07.125,2023-07-20 14:05:07.125,,,
470271246896278678,470269276289576086,sw_sb_qbxse_12m,sw_sb_qbxse_12m,inRange,"(100000000,300000000]",5.0000000000,1,(1亿-3亿],,2023-07-20 14:05:07.135,2023-07-20 14:05:07.135,,,
470271246896344214,470269276289576086,sw_sb_qbxse_12m,sw_sb_qbxse_12m,inRange,"(300000000,500000000]",7.0000000000,1,(3亿-5亿],,2023-07-20 14:05:07.143,2023-07-20 14:05:07.143,,,
470271246896409750,470269276289576086,sw_sb_qbxse_12m,sw_sb_qbxse_12m,inRange,"(500000000,inf]",10.0000000000,1,>5亿,,2023-07-20 14:05:07.156,2023-07-20 14:05:07.156,,,
470271246896475286,470269276289576086,sw_sb_qbxsezzl_12m,sw_sb_qbxsezzl_12m,default,None,1.0000000000,1,空 ,,2023-07-20 14:05:07.167,2023-07-20 14:05:07.167,,,
470271246896540822,470269276289576086,sw_sb_qbxsezzl_12m,sw_sb_qbxsezzl_12m,inRange,"(-inf,-0.20]",1.0000000000,1,<-20%,,2023-07-20 14:05:07.178,2023-07-20 14:05:07.178,,,
470271246896606358,470269276289576086,sw_sb_qbxsezzl_12m,sw_sb_qbxsezzl_12m,inRange,"(-0.20,0]",2.0000000000,1,"(-20%,0]",,2023-07-20 14:05:07.190,2023-07-20 14:05:07.190,,,
470271246896671894,470269276289576086,sw_sb_qbxsezzl_12m,sw_sb_qbxsezzl_12m,inRange,"(0,0.20]",5.0000000000,1,"(0,20%]",,2023-07-20 14:05:07.199,2023-07-20 14:05:07.199,,,
470271246896737430,470269276289576086,sw_sb_qbxsezzl_12m,sw_sb_qbxsezzl_12m,inRange,"(0.20,0.50]",6.0000000000,1,"(20%,50%]",,2023-07-20 14:05:07.208,2023-07-20 14:05:07.208,,,
470271246896802966,470269276289576086,sw_sb_qbxsezzl_12m,sw_sb_qbxsezzl_12m,inRange,"(0.50,inf]",9.0000000000,1,>50%,,2023-07-20 14:05:07.217,2023-07-20 14:05:07.217,,,
470271246896868502,470269276289576086,sw_sb_lsxs_12m,sw_sb_lsxs_12m,default,None,4.0000000000,1,空 ,,2023-07-20 14:05:07.227,2023-07-20 14:05:07.227,,,
470271246896934038,470269276289576086,sw_sb_lsxs_12m,sw_sb_lsxs_12m,inRange,"(0,0.2]",8.0000000000,1,"(0,0.2]",,2023-07-20 14:05:07.236,2023-07-20 14:05:07.236,,,
470271246896999574,470269276289576086,sw_sb_lsxs_12m,sw_sb_lsxs_12m,inRange,"(0.2,0.3]",5.0000000000,1,"(0.2,0.3]",,2023-07-20 14:05:07.257,2023-07-20 14:05:07.257,,,
470271246897065110,470269276289576086,sw_sb_lsxs_12m,sw_sb_lsxs_12m,inRange,"(0.3,0.5]",4.0000000000,1,"(0.3,0.5]",,2023-07-20 14:05:07.265,2023-07-20 14:05:07.266,,,
470271246897130646,470269276289576086,sw_sb_lsxs_12m,sw_sb_lsxs_12m,inRange,"(0.5,0.6]",3.0000000000,1,"(0.5,0.6]",,2023-07-20 14:05:07.277,2023-07-20 14:05:07.277,,,
470271246897196182,470269276289576086,sw_sb_lsxs_12m,sw_sb_lsxs_12m,inRange,"(0.6,inf]",2.0000000000,1,>0.6,,2023-07-20 14:05:07.287,2023-07-20 14:05:07.287,,,
470271246897261718,470269276289576086,sw_cwbb_yyzjzzts,sw_cwbb_yyzjzzts,default,None,4.0000000000,1,空 ,,2023-07-20 14:05:07.303,2023-07-20 14:05:07.303,,,
470271246897327254,470269276289576086,sw_cwbb_yyzjzzts,sw_cwbb_yyzjzzts,inRange,"(-inf,15]",2.0000000000,1,＜15天,,2023-07-20 14:05:07.318,2023-07-20 14:05:07.318,,,
470271246897392790,470269276289576086,sw_cwbb_yyzjzzts,sw_cwbb_yyzjzzts,inRange,"(15,45]",9.0000000000,1,"(15天,45天]",,2023-07-20 14:05:07.331,2023-07-20 14:05:07.331,,,
470271246897458326,470269276289576086,sw_cwbb_yyzjzzts,sw_cwbb_yyzjzzts,inRange,"(45,90]",6.0000000000,1,"(45天,90天]",,2023-07-20 14:05:07.340,2023-07-20 14:05:07.340,,,
470271246897523862,470269276289576086,sw_cwbb_yyzjzzts,sw_cwbb_yyzjzzts,inRange,"(90,120]",4.0000000000,1,"(90天,120天]",,2023-07-20 14:05:07.354,2023-07-20 14:05:07.354,,,
470271246897589398,470269276289576086,sw_cwbb_yyzjzzts,sw_cwbb_yyzjzzts,inRange,"(120,inf]",2.0000000000,1,>120天,,2023-07-20 14:05:07.364,2023-07-20 14:05:07.365,,,
470271246897654934,470269276289576086,sw_cwbb_chzzts_cb,sw_cwbb_chzzts_cb,default,None,5.0000000000,1,空 ,,2023-07-20 14:05:07.376,2023-07-20 14:05:07.376,,,
470271246897720470,470269276289576086,sw_cwbb_chzzts_cb,sw_cwbb_chzzts_cb,inRange,"(-inf,0]",5.0000000000,1,<=0,,2023-07-20 14:05:07.386,2023-07-20 14:05:07.386,,,
470271246897786006,470269276289576086,sw_cwbb_chzzts_cb,sw_cwbb_chzzts_cb,inRange,"(0,30]",10.0000000000,1,"(0天,30天]",,2023-07-20 14:05:07.396,2023-07-20 14:05:07.396,,,
470271246897851542,470269276289576086,sw_cwbb_chzzts_cb,sw_cwbb_chzzts_cb,inRange,"(30,45]",7.0000000000,1,"(30天,45天]",,2023-07-20 14:05:07.407,2023-07-20 14:05:07.407,,,
470271246897917078,470269276289576086,sw_cwbb_chzzts_cb,sw_cwbb_chzzts_cb,inRange,"(45,60]",5.0000000000,1,"(45天,60天]",,2023-07-20 14:05:07.416,2023-07-20 14:05:07.416,,,
470271246897982614,470269276289576086,sw_cwbb_chzzts_cb,sw_cwbb_chzzts_cb,inRange,"(60,90]",3.0000000000,1,"(60天,90天]",,2023-07-20 14:05:07.427,2023-07-20 14:05:07.427,,,
470271246898048150,470269276289576086,sw_cwbb_chzzts_cb,sw_cwbb_chzzts_cb,inRange,"(90,inf]",1.0000000000,1,>90天,,2023-07-20 14:05:07.439,2023-07-20 14:05:07.439,,,
470271246898113686,470269276289576086,sw_cwbb_zcfzl,sw_cwbb_zcfzl,default,None,3.0000000000,1,空 ,,2023-07-20 14:05:07.451,2023-07-20 14:05:07.451,,,
470271246898179222,470269276289576086,sw_cwbb_zcfzl,sw_cwbb_zcfzl,inRange,"(-inf,0]",3.0000000000,1,<=0,,2023-07-20 14:05:07.464,2023-07-20 14:05:07.464,,,
470271246898244758,470269276289576086,sw_cwbb_zcfzl,sw_cwbb_zcfzl,inRange,"(0,0.50]",10.0000000000,1,"(0,50%]",,2023-07-20 14:05:07.472,2023-07-20 14:05:07.472,,,
470271246898310294,470269276289576086,sw_cwbb_zcfzl,sw_cwbb_zcfzl,inRange,"(0.50,0.60]",7.0000000000,1,"(50%,60%]",,2023-07-20 14:05:07.483,2023-07-20 14:05:07.483,,,
470271246898375830,470269276289576086,sw_cwbb_zcfzl,sw_cwbb_zcfzl,inRange,"(0.60,0.70]",5.0000000000,1,"(60%,70%]",,2023-07-20 14:05:07.494,2023-07-20 14:05:07.494,,,
470271246898441366,470269276289576086,sw_cwbb_zcfzl,sw_cwbb_zcfzl,inRange,"(0.70,0.80]",3.0000000000,1,"(70%,80%]",,2023-07-20 14:05:07.504,2023-07-20 14:05:07.504,,,
470271246898506902,470269276289576086,sw_cwbb_zcfzl,sw_cwbb_zcfzl,inRange,"(0.80,0.90]",1.0000000000,1,"(80%,90%]",,2023-07-20 14:05:07.514,2023-07-20 14:05:07.514,,,
470271246898572438,470269276289576086,sw_cwbb_zcfzl,sw_cwbb_zcfzl,inRange,"(0.90,inf]",1.0000000000,1,>90%,,2023-07-20 14:05:07.531,2023-07-20 14:05:07.531,,,
470271246898637974,470269276289576086,sw_cwbb_mlrzzlv,sw_cwbb_mlrzzlv,default,None,1.0000000000,1,空 ,,2023-07-20 14:05:07.539,2023-07-20 14:05:07.539,,,
470271246898703510,470269276289576086,sw_cwbb_mlrzzlv,sw_cwbb_mlrzzlv,inRange,"(-inf,0]",1.0000000000,1,<=0,,2023-07-20 14:05:07.548,2023-07-20 14:05:07.548,,,
470271246898769046,470269276289576086,sw_cwbb_mlrzzlv,sw_cwbb_mlrzzlv,inRange,"(0,0.20]",3.0000000000,1,"(0,20%]",,2023-07-20 14:05:07.559,2023-07-20 14:05:07.559,,,
470271246898834582,470269276289576086,sw_cwbb_mlrzzlv,sw_cwbb_mlrzzlv,inRange,"(0.20,0.30]",5.0000000000,1,"(20%,30%]",,2023-07-20 14:05:07.569,2023-07-20 14:05:07.569,,,
470271246898900118,470269276289576086,sw_cwbb_mlrzzlv,sw_cwbb_mlrzzlv,inRange,"(0.30,0.50]",7.0000000000,1,"(30%,50%]",,2023-07-20 14:05:07.579,2023-07-20 14:05:07.579,,,
470271246898965654,470269276289576086,sw_cwbb_mlrzzlv,sw_cwbb_mlrzzlv,inRange,"(0.50,inf]",9.0000000000,1,>=50%,,2023-07-20 14:05:07.588,2023-07-20 14:05:07.588,,,
470271246899031190,470269276289576086,sw_cwbb_jlrzzlv,sw_cwbb_jlrzzlv,default,None,1.0000000000,1,空 ,,2023-07-20 14:05:07.598,2023-07-20 14:05:07.598,,,
470271246899096726,470269276289576086,sw_cwbb_jlrzzlv,sw_cwbb_jlrzzlv,inRange,"(-inf,0]",1.0000000000,1,<=0,,2023-07-20 14:05:07.609,2023-07-20 14:05:07.609,,,
470271246899162262,470269276289576086,sw_cwbb_jlrzzlv,sw_cwbb_jlrzzlv,inRange,"(0,0.20]",4.0000000000,1,"(0%,20%]",,2023-07-20 14:05:07.618,2023-07-20 14:05:07.618,,,
470271246899227798,470269276289576086,sw_cwbb_jlrzzlv,sw_cwbb_jlrzzlv,inRange,"(0.20,0.30]",5.0000000000,1,"(20%,30%]",,2023-07-20 14:05:07.628,2023-07-20 14:05:07.628,,,
470271246899293334,470269276289576086,sw_cwbb_jlrzzlv,sw_cwbb_jlrzzlv,inRange,"(0.30,0.50]",7.0000000000,1,"(30%,50%]",,2023-07-20 14:05:07.640,2023-07-20 14:05:07.640,,,
470271246899358870,470269276289576086,sw_cwbb_jlrzzlv,sw_cwbb_jlrzzlv,inRange,"(0.50,inf]",9.0000000000,1,>50%,,2023-07-20 14:05:07.648,2023-07-20 14:05:07.648,,,
470271246899424406,470269276289576086,sw_cwbb_jzcszlv,sw_cwbb_jzcszlv,default,None,1.0000000000,1,空 ,,2023-07-20 14:05:07.663,2023-07-20 14:05:07.663,,,
470271246899489942,470269276289576086,sw_cwbb_jzcszlv,sw_cwbb_jzcszlv,inRange,"(-inf,0]",1.0000000000,1,<=0,,2023-07-20 14:05:07.675,2023-07-20 14:05:07.675,,,
470271246899555478,470269276289576086,sw_cwbb_jzcszlv,sw_cwbb_jzcszlv,inRange,"(0,0.5]",2.0000000000,1,"(0,5%]",,2023-07-20 14:05:07.686,2023-07-20 14:05:07.686,,,
470271246899621014,470269276289576086,sw_cwbb_jzcszlv,sw_cwbb_jzcszlv,inRange,"(0.5,0.10]",4.0000000000,1,"(5%,10%]",,2023-07-20 14:05:07.695,2023-07-20 14:05:07.695,,,
