id,scorecard_id,field,agg_field,pattern,expr,score,level,comment,status_code,created_at,updated_at,deleted_at,created_by,updated_by
470288078216244352,470269276289576086,financial,score,weightAgg,0.3000,,4,,,2023-07-20 16:55:45.000,2023-07-20 16:55:45.000,,,
470288107573357718,470269276289576086,credit,score,weightAgg,0.1357,,4,,,2023-07-20 16:55:45.000,2023-07-20 16:55:45.000,,,
470289745516178560,470251385720417430,sw_jcxx_clnx,enterprise_info,weightAgg,0.3037 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516244096,470251385720417430,sw_cwbb_sszb,enterprise_info,weightAgg,0.3259 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516309632,470251385720417430,sw_sdsnb_cyrs,enterprise_info,weightAgg,0.3704 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516375168,470251385720417430,gs_gdct,equity_structure,weightAgg,0.4384 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516440704,470251385720417430,gs_gdwdx,equity_structure,weightAgg,0.2877 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516506240,470251385720417430,gs_frwdx,equity_structure,weightAgg,0.2740 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516571776,470251385720417430,lh_cylwz,industry_chain_analyse,weightAgg,0.3478 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516637312,470251385720417430,lh_md_ppjzl,industry_chain_analyse,weightAgg,0.3043 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516702848,470251385720417430,md_qybq,industry_chain_analyse,weightAgg,0.3478 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516768384,470251385720417430,fp_jy_sychje_zb_12m_lh,supply_chain_analyse,weightAgg,0.1667 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516833920,470251385720417430,fp_jx_zyjyjezb_12m_lh,supply_chain_analyse,weightAgg,0.2333 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516899456,470251385720417430,fp_xx_xychje_zb_12m_lh,supply_chain_analyse,weightAgg,0.2667 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745516964992,470251385720417430,fp_xx_zyjyjezb_12m_lh,supply_chain_analyse,weightAgg,0.3333 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517030528,470251385720417430,sw_sb_qbxse_12m,operation_ability,weightAgg,0.2162 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517096064,470251385720417430,sw_sb_qbxsezzl_12m,operation_ability,weightAgg,0.2162 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517161600,470251385720417430,sw_sb_lsxs_12m,operation_ability,weightAgg,0.1622 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517227136,470251385720417430,sw_cwbb_yyzjzzts,operation_ability,weightAgg,0.2162 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517292672,470251385720417430,sw_cwbb_chzzts_cb,operation_ability,weightAgg,0.1892 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517358208,470251385720417430,sw_cwbb_zcfzl,debt_solvency,weightAgg,1.0000 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517423744,470251385720417430,sw_cwbb_mlrzzlv,profit_ability,weightAgg,0.3333 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517489280,470251385720417430,sw_cwbb_jlrzzlv,profit_ability,weightAgg,0.3333 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517554816,470251385720417430,sw_cwbb_jzcszlv,profit_ability,weightAgg,0.3333 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517620352,470251385720417430,sw_sb_nsze_zzsqysds_12m,tax_statistic,weightAgg,0.3462 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517685888,470251385720417430,sw_sb_nszezzl_zzsqysds_12m_a,tax_statistic,weightAgg,0.2308 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517751424,470251385720417430,sw_sdsnb_gzxjzzjezzl,tax_statistic,weightAgg,0.2308 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517816960,470251385720417430,sw_sbzs_sflhypld_12m,tax_statistic,weightAgg,0.1923 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517882496,470251385720417430,sw_sdsnb_yjfy,operation_cost,weightAgg,1.0000 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745517948032,470251385720417430,lh_lxfybqbxse_12m,finance_cost,weightAgg,1.0000 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518013568,470251385720417430,sf_fh_ssqk_qy,external_publicity_credit,weightAgg,0.5333 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518079104,470251385720417430,sw_jcxx_nsrxypj,external_publicity_credit,weightAgg,0.4667 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518144640,470251385720417430,zx_yhsxqk,loan_granting_credit,weightAgg,0.5294 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518210176,470251385720417430,zx_dsfsxqk,loan_granting_credit,weightAgg,0.4706 ,,2,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518275712,470251385720417430,enterprise_info,represent_basic,weightAgg,0.4891 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518341248,470251385720417430,equity_structure,represent_basic,weightAgg,0.5109 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518406784,470251385720417430,industry_chain_analyse,operating,weightAgg,0.2889 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518472320,470251385720417430,supply_chain_analyse,operating,weightAgg,0.4000 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518537856,470251385720417430,operation_ability,operating,weightAgg,0.3111 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518603392,470251385720417430,debt_solvency,financial,weightAgg,0.2562 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518668928,470251385720417430,profit_ability,financial,weightAgg,0.2349 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518734464,470251385720417430,tax_statistic,financial,weightAgg,0.2242 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518800000,470251385720417430,operation_cost,financial,weightAgg,0.1317 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518865536,470251385720417430,finance_cost,financial,weightAgg,0.1530 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518931072,470251385720417430,external_publicity_credit,credit,weightAgg,0.4615 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745518996608,470251385720417430,loan_granting_credit,credit,weightAgg,0.5385 ,,3,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745519062144,470251385720417430,represent_basic,score,weightAgg,0.1214 ,,4,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745519127680,470251385720417430,operating,score,weightAgg,0.4429 ,,4,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745519193216,470251385720417430,financial,score,weightAgg,0.3000 ,,4,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
470289745519258752,470251385720417430,credit,score,weightAgg,0.1357 ,,4,,,2023-07-20 17:18:00.000,2023-07-20 17:18:00.000,,,
